Year,Team,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,StREM,StREM Rank,StROE,StROE Rank,StRDE,StRDE Rank,StRT+,StRT+ Rank,Barthag-AN,AN Rank,Barthag-H,AN-H AVG,ANH Rank,Barthag-Mom,Mom Rank,Barthag-N,NonCon Rank,AB6R,champfilter,champfilter rank,powerfilter,powerfilter rank,DV1,DV2,RPPF,RPPF Rank,INDEX Rank,Wins,tempname,Seed,Region,YEAR
2017,Virginia,60.098,351,58.8864,351,109.116,63,113.686,38,91.0938,4,87.0194,1,26.6671,7,0.443718593,3,776736.9974,154,21.11182201,25,14,11,0.956,4,0.9626,0.9593,3,0.8387,44,0.9741,1,36.5,38.17991632,27,38.04857709,27,0.732016327,0.687946495,0.871964474,20,18,1,Virginia,5,E,2017
2017,Michigan,63.6862,347,62.8409,339,116.209,10,121.592,5,101.796,134,98.9742,69,22.618,21,0.355144443,15,941575.9137,27,24.47878533,168,91.5,88,0.935,11,0.9087,0.92185,18,0.9643,3,0.9124,22,29.41666667,31.46167558,24,31.91046989,24,0.729927622,0.675789018,0.868454593,21,19,2,Michigan,7,M,2017
2017,Creighton,72.5417,45,70.8829,48,112.19,30,115.639,32,100.347,94,96.0487,40,19.5902,27,0.270055706,27,970055.0564,16,20.48324015,14,20.5,15,0.9048,21,0.8994,0.9021,25,0.8931,27,0.9002,28,23.91666667,26.43309755,18,26.51221225,19,0.718760428,0.676809517,0.865941682,22,25,0,Creighton,6,M,2017
2017,Cincinnati,65.3743,323,63.7687,327,112.406,26,114.215,35,92.6982,10,91.8982,10,22.3165,22,0.341369621,19,852812.0729,64,21.17796159,28,23.5,18,0.9123,17,0.937,0.92465,16,0.8802,32,0.9117,24,29.75,32.6098871,25,32.17433624,25,0.709658025,0.677144249,0.863761455,23,26,1,Cincinnati,6,S,2017
2017,Oregon,68.7979,216,66.7169,242,113.722,18,117.728,18,95.081,22,93.9002,22,23.8276,16,0.346344874,16,953530.7747,22,20.83009476,18,17,13,0.8735,31,0.9548,0.91415,22,0.8981,24,0.8583,38,23.16666667,26.52165617,20,25.34230341,18,0.693664099,0.68973017,0.862911766,24,20,4,Oregon,3,M,2017
2017,Wisconsin,64.5856,339,63.2884,333,110.209,50,113.589,39,94.0971,16,91.2963,8,22.2926,23,0.345165176,18,833313.1801,87,21.21237933,30,24,19,0.9046,22,0.9407,0.92265,17,0.91,22,0.9319,14,30.33333333,33.53231631,26,32.87631641,26,0.701708279,0.673859123,0.860955593,25,21,2,Wisconsin,8,E,2017
2017,Butler,66.9222,286,65.3305,294,112.888,22,117.971,17,101.51,129,97.0613,49,20.9097,26,0.312447887,23,931366.7535,29,22.57894037,73,48,43,0.8875,28,0.9134,0.90045,26,0.9354,14,0.9376,12,25.33333333,28.54460094,21,28.13408111,22,0.699620195,0.670576038,0.859609308,26,27,2,Butler,4,S,2017
2017,Florida St.,72.3678,50,70.7622,52,113.774,17,116.738,25,98.6561,61,93.9951,24,22.7426,20,0.314268224,22,986211.0567,13,19.83457836,8,15,12,0.8237,42,0.9597,0.8917,27,0.8549,41,0.9048,26,24,29.13682166,23,26.91488169,21,0.647994353,0.667747433,0.845777775,27,22,1,Florida St.,3,W,2017
2017,Kansas St.,67.6069,268,66.1487,266,105.897,122,112.038,50,98.5579,60,94.4839,27,17.5538,29,0.259649533,29,848636.5212,69,21.40826517,37,33,24,0.8925,26,0.8783,0.8854,29,0.9014,23,0.8754,35,36.33333333,40.70961718,28,41.03606656,29,0.679023642,0.628979255,0.843784385,28,28,0,Kansas St.,11,S,2017
2017,Vanderbilt,67.1757,282,65.5596,283,105.957,120,112.303,48,100.9,111,96.065,41,16.2376,34,0.241724314,32,847217.4972,70,22.1254493,56,44,34,0.8774,30,0.8726,0.875,32,0.9573,7,0.7858,65,41.66666667,47.48879264,32,47.61904762,32,0.657332174,0.610137875,0.833226519,30,30,0,Vanderbilt,9,W,2017
2017,Miami FL,64.8294,332,62.9821,338,106.563,108,110.386,68,98.2915,56,93.4254,21,16.9602,32,0.261618957,28,789950.712,138,21.92663278,53,40.5,28,0.8801,29,0.9009,0.8905,28,0.8614,38,0.9107,25,49.58333333,56.33829489,38,55.6803294,38,0.648183578,0.60892488,0.830495151,31,31,0,Miami FL,8,M,2017
2017,Marquette,71.0408,92,69.9346,78,115.653,11,120.943,7,105.356,219,103.371,153,17.5711,28,0.247350818,30,1039128.647,7,23.5250256,114,72,70,0.8494,39,0.9134,0.8814,31,0.7668,66,0.8828,33,39.83333333,46.89584805,31,45.19325316,31,0.637155139,0.618630554,0.830145492,32,32,0,Marquette,10,E,2017
2017,Minnesota,70.4492,119,69.3901,97,104.14,159,109.574,80,95.8428,30,92.9833,18,16.5907,33,0.235498771,34,845845.6058,73,20.02496948,11,22.5,16,0.8537,36,0.8784,0.86605,34,0.8962,26,0.8707,37,37.75,44.21928078,30,43.58870735,30,0.644155155,0.610609754,0.829875508,33,33,0,Minnesota,5,S,2017
2017,Rhode Island,67.321,275,66.1243,268,108.7,71,110.668,64,96.1015,33,95.0527,32,15.6156,37,0.231952882,37,824507.6344,91,21.70663851,47,42,31,0.9011,23,0.7589,0.83,44,0.9472,10,0.8346,47,45.16666667,50.12392261,33,54.41767068,36,0.671451823,0.569184571,0.826125083,34,34,1,Rhode Island,11,M,2017
2017,Maryland,67.8486,253,67.0658,221,108.151,80,113.565,40,100.798,105,98.7271,64,14.838,45,0.218691322,45,875044.0201,53,22.8853373,83,64,60,0.8904,27,0.7985,0.84445,40,0.8874,29,0.7688,68,49.83333333,55.9673555,37,59.01276965,42,0.656202749,0.573255474,0.823139632,35,35,0,Maryland,6,W,2017
2017,Northwestern,66.2996,304,65.1075,300,107.189,94,111.189,58,98.4895,59,95.6778,35,15.511,39,0.233956163,36,819661.5385,95,22.27342382,60,48,43,0.8671,35,0.8581,0.8626,36,0.8001,54,0.9047,27,49.33333333,56.89462961,40,57.19143674,40,0.637982009,0.587875821,0.822174577,36,36,1,Northwestern,8,W,2017
2017,Xavier,68.3481,239,67.1917,219,108.762,70,114.744,33,103.983,189,99.4255,73,15.3189,40,0.224124738,40,899883.7656,40,22.97576644,89,64.5,62,0.8204,45,0.9049,0.86265,35,0.7849,59,0.9169,18,42.75,52.10872745,35,49.55659885,34,0.608949079,0.598534874,0.81722294,37,37,3,Xavier,11,W,2017
2017,South Carolina,69.4858,178,68.211,167,101.278,219,105.546,149,91.2888,5,88.5163,3,17.0302,31,0.245081729,31,774068.9017,159,18.76467908,4,17.5,14,0.8215,44,0.9216,0.87155,33,0.809,52,0.8957,30,53.75,65.42909312,45,61.67173427,43,0.596041982,0.588401887,0.810949472,39,39,4,South Carolina,7,E,2017
2017,Middle Tennessee,66.0809,311,64.2498,314,111.884,33,111.64,55,95.4354,28,96.9823,47,14.6582,48,0.221814473,42,823598.6099,92,22.83663013,82,62,55,0.8695,33,0.7472,0.80835,52,0.8633,35,0.8183,51,55.66666667,64.02146828,43,68.86455949,47,0.632242078,0.538260476,0.807117842,43,43,1,Middle Tennessee,12,S,2017
2017,Virginia Tech,69.9367,151,68.2782,162,112.502,25,117.358,21,106.185,229,102.419,125,14.9395,44,0.213607448,49,963231.1869,18,23.5452721,116,82.5,82,0.8088,46,0.8526,0.8307,43,0.8283,45,0.8388,44,46.91666667,58.0077481,41,56.47847197,39,0.593934995,0.567023898,0.80447905,44,44,0,Virginia Tech,9,E,2017
2017,Arkansas,71.4812,75,69.4151,96,111.441,36,116.639,26,103.717,180,101.04,97,15.5987,38,0.218225212,47,972477.1594,15,22.54226264,70,58.5,51,0.8006,47,0.835,0.8178,48,0.8271,46,0.8,58,45.41666667,56.72828712,39,55.53517567,37,0.589226121,0.559395035,0.801048343,45,45,1,Arkansas,8,S,2017
2017,Michigan St.,68.2354,244,66.7308,240,104.856,146,110.569,66,99.8615,78,95.5936,34,14.9753,43,0.219466728,44,834212.1393,84,21.61107476,43,43.5,33,0.7996,48,0.8871,0.84335,41,0.8105,50,0.7611,70,55.41666667,69.30548608,48,65.71016383,45,0.576822771,0.564867126,0.799111287,48,48,1,Michigan St.,9,M,2017
2017,Seton Hall,68.913,210,67.2845,215,104.876,145,109.8,76,100.769,104,95.8517,37,13.9487,53,0.202404481,53,830817.8845,88,21.49109556,39,46,38,0.7982,49,0.8214,0.8098,51,0.8733,33,0.7744,67,56.33333333,70.57546145,49,69.56450152,48,0.574768189,0.538544795,0.791106424,50,50,0,Seton Hall,9,S,2017
2017,Dayton,69.3093,186,68.5788,138,109.246,61,112.3,49,95.9768,31,96.6262,45,15.6735,36,0.226142812,38,874079.682,54,21.64513646,45,41.5,29,0.7538,68,0.8863,0.82005,46,0.7581,69,0.8106,56,50.75,67.32555054,46,61.88647034,44,0.545361549,0.553392653,0.78695196,52,52,0,Dayton,7,S,2017
2017,Nevada,70.915,97,69.6483,88,112.28,29,114.477,34,99.7493,75,101.135,100,13.3415,55,0.188140732,58,929339.907,31,22.75643667,76,67,65,0.7875,55,0.7949,0.7912,58,0.8557,40,0.7181,83,56.16666667,71.32275132,50,70.98921469,49,0.566466363,0.524843414,0.784814865,53,53,0,Nevada,12,M,2017
2017,UNC Wilmington,70.2375,132,70.0795,69,118.069,4,117.706,19,105.225,213,105.319,189,12.3867,60,0.176358783,61,973119.6623,14,24.51555434,174,117.5,113,0.7591,62,0.8271,0.7931,56,0.7577,70,0.8132,52,61.75,81.34633118,54,77.85903417,54,0.538904199,0.520064062,0.775427465,58,58,0,UNC Wilmington,12,E,2017
2017,Princeton,64.6464,337,63.1679,336,109.696,55,109.396,84,95.041,19,96.8962,46,12.5002,59,0.193356475,55,773654.8104,160,23.31022405,104,79.5,78,0.7978,50,0.7559,0.77685,63,0.8616,37,0.7025,90,80.75,101.2158436,71,103.9454206,71,0.554134966,0.491336491,0.771459042,60,60,0,Princeton,12,W,2017
2017,East Tennessee St.,71.5356,73,70.0234,71,109.91,54,107.974,109,96.2229,35,96.4902,44,11.4836,64,0.160532658,66,833989.5428,85,20.92429848,20,43,32,0.7582,63,0.7606,0.7594,71,0.7374,80,0.7911,61,67.66666667,89.24646092,63,89.10543411,65,0.533299348,0.48963797,0.764764308,63,63,0,East Tennessee St.,13,E,2017
2017,VCU,68.8475,215,68.1834,169,106.826,102,110.018,73,95.0426,20,95.716,36,14.3025,52,0.207734486,52,833327.4084,86,21.4628352,38,45,36,0.7141,76,0.8695,0.7918,57,0.7645,67,0.7562,72,63.16666667,88.45633198,59,79.77603772,57,0.50272735,0.517635389,0.763993807,64,64,0,VCU,10,W,2017
2017,USC,70.8167,103,68.8968,116,110.855,43,112.508,46,102.912,161,100.168,86,12.3407,61,0.174252683,62,896401.334,43,22.44040646,65,63.5,57,0.7268,74,0.821,0.7739,65,0.6889,97,0.8114,54,64.08333333,88.17189507,58,82.80570272,59,0.511832989,0.50358158,0.762509674,65,65,1,USC,11,E,2017
2017,Vermont,65.2644,326,64.3336,313,112.739,23,110.832,61,96.2827,36,98.9477,67,11.8847,63,0.182094679,60,801690.4134,118,23.87661607,137,98.5,97,0.7529,69,0.7896,0.77125,67,0.7992,55,0.6913,96,82.41666667,109.4656218,74,106.8611561,73,0.518866814,0.486110737,0.759364947,67,67,0,Vermont,13,M,2017
2017,Bucknell,70.4393,120,69.6888,87,108.236,78,109.074,86,96.036,32,100.358,89,8.71601,80,0.123737743,80,838026.0358,80,22.62914603,74,77,75,0.6813,86,0.738,0.70965,82,0.6193,119,0.6181,117,92.5,135.7698518,85,130.3459452,83,0.45952001,0.43631439,0.725235569,85,85,0,Bucknell,13,W,2017
2017,New Mexico St.,69.516,175,67.51,206,110.733,45,110.052,71,97.215,42,102.738,135,7.31463,88,0.105213188,87,841939.051,76,23.80592148,133,110,105,0.6574,98,0.7161,0.68675,86,0.4997,162,0.6582,106,104.5,158.9595376,95,152.1659993,91,0.43646298,0.414144106,0.710361802,91,91,0,New Mexico St.,14,E,2017
2017,Winthrop,71.226,85,70.9519,44,108.867,68,106.436,136,97.0163,41,101.809,111,4.62694,112,0.064962233,115,806892.4374,106,22.89914775,87,101,101,0.71,77,0.4726,0.5913,125,0.7383,79,0.5604,139,110.8333333,156.1032864,92,187.4401037,111,0.472240812,0.347410216,0.699905807,100,100,0,Winthrop,13,S,2017
2017,Florida Gulf Coast,67.7999,260,65.2507,298,111.909,32,109.563,81,102.889,160,104.547,171,5.016,108,0.07398241,109,813873.4553,103,25.09975411,200,154.5,149,0.6558,99,0.5868,0.6213,114,0.6039,125,0.7178,84,114.9166667,175.2312697,102,184.9616396,105,0.43117803,0.36564418,0.692042194,107,107,0,Florida Gulf Coast,14,W,2017
2017,Iona,72.4396,48,70.4839,57,110.079,52,110.197,69,103.915,186,106.195,202,4.00176,118,0.055246026,118,879661.5036,50,24.08743009,150,134,129,0.6555,100,0.4638,0.55965,135,0.7359,82,0.6371,110,104.8333333,159.9288075,96,187.3194556,110,0.434937044,0.328841157,0.680416608,114,114,0,Iona,14,M,2017
2017,Troy,69.173,196,68.0509,175,109.346,60,109.892,74,104.153,193,107.217,223,2.67571,130,0.038671158,130,835350.5564,83,25.61446154,229,179.5,177,0.5848,124,0.4817,0.53325,150,0.705,94,0.4098,203,139.9166667,239.255586,128,262.3847476,144,0.372706982,0.300404242,0.646878526,134,134,0,Troy,15,E,2017
2017,Kent St.,70.382,124,68.2714,163,105.728,126,104.421,169,101.445,125,102.687,132,1.73415,141,0.024636981,141,767427.3976,169,23.49433419,113,127,122,0.5675,133,0.5014,0.53445,147,0.6517,104,0.5983,127,135.8333333,239.3538913,129,254.1553622,137,0.361666422,0.302281934,0.643341729,138,138,0,Kent St.,14,S,2017
2017,Northern Kentucky,70.1039,138,67.8323,194,106.891,100,106.647,132,102.563,151,105.311,188,1.33605,147,0.019057428,146,797332.4979,125,24.55928956,180,163,157,0.5458,148,0.5208,0.5333,149,0.5626,136,0.6014,125,140.6666667,257.7256626,139,263.7664854,146,0.345274208,0.30023523,0.636134633,143,143,0,Northern Kentucky,15,S,2017
2017,North Dakota,72.5927,43,71.25,38,106.471,111,102.854,202,100.326,93,103.166,144,-0.311268,173,-0.004297953,173,767954.2036,167,22.9490968,88,130.5,125,0.4838,167,0.4901,0.48695,168,0.7148,90,0.4601,177,150.9166667,311.9401957,162,309.9223055,157,0.30026527,0.268670687,0.604802189,165,165,0,North Dakota,15,W,2017
2017,Jacksonville St.,64.9709,331,63.5728,329,105.63,128,105.363,153,103.909,185,104.78,177,0.583245,158,0.008973248,158,721265.4654,229,26.28612373,276,217,217,0.5502,146,0.2621,0.40615,206,0.7301,86,0.4016,208,184,334.4238459,165,453.0345931,199,0.339107375,0.213703954,0.597886539,170,170,0,Jacksonville St.,15,M,2017
2017,Mount St. Mary's,68.6019,229,66.8082,236,99.3625,255,98.9775,270,99.4208,68,103.211,150,-4.23312,213,-0.061711119,215,672061.6352,272,24.30107207,160,187.5,190,0.4488,179,0.3549,0.40185,209,0.5525,141,0.3911,210,205.75,458.4447415,194,512.0069678,208,0.268022048,0.208231779,0.563278783,195,195,0,Mount St. Mary's,16,E,2017
2017,South Dakota St.,69.2887,187,67.0521,223,110.093,51,110.782,63,111.611,330,112.116,308,-1.33359,187,-0.019252779,187,850356.0697,67,27.46665286,311,249,255,0.3613,217,0.5395,0.4504,188,0.4961,165,0.3512,233,181.5,502.3526156,201,402.9751332,186,0.213802839,0.240481195,0.552737578,203,203,0,South Dakota St.,16,W,2017
2017,UC Davis,69.6431,165,68.4821,143,98.5122,275,97.8508,292,97.7913,49,102.603,126,-4.75235,218,-0.06823648,217,666817.2956,276,23.71253584,125,171,168,0.3198,235,0.6501,0.48495,170,0.2501,268,0.4282,193,215.8333333,674.9009798,227,445.0630649,197,0.183738779,0.255733009,0.545456853,209,209,0,UC Davis,16,M,2017
2017,Texas Southern,69.3789,184,68.4526,150,106.57,107,103.622,187,102.692,154,107.286,227,-3.66476,207,-0.052811446,208,744957.2489,198,25.56474563,225,216.5,216,0.3153,238,0.5043,0.4098,204,0.2419,271,0.4404,186,213.9166667,678.4543821,228,522.0026029,211,0.181058233,0.211838743,0.521554235,219,219,0,Texas Southern,16,S,2017
2016,Kansas,69.2473,157,68.811,130,114.369,15,120.379,7,96.1366,29,90.575,4,29.804,1,0.430399452,3,1003469.801,8,19.53486902,2,2.5,1,0.9646,1,0.9556,0.9601,1,0.9845,1,0.9647,2,2.916666667,3.023705854,1,3.037877999,1,0.9646,0.9601,0.984766396,1,1,3,Kansas,1,S,2016
2016,Villanova,67.6994,243,66.5578,248,113.604,21,118.299,15,93.853,11,91.552,7,26.7471,5,0.395084742,5,947429.6385,16,20.32748822,11,8,6,0.9508,2,0.9679,0.95935,2,0.9485,4,0.9639,3,6.333333333,6.661057355,2,6.601692118,2,0.878595167,0.870645706,0.947824321,2,2,6,Villanova,2,S,2016
2016,Michigan St.,66.9044,282,66.3201,256,118.21,3,123.022,1,93.8883,12,93.3408,16,29.6807,2,0.443635994,2,1012558.787,5,21.21581647,32,17,11,0.9455,3,0.9437,0.9446,4,0.9678,2,0.9406,11,6.833333333,7.22721664,4,7.234102618,4,0.866599392,0.847512572,0.940164127,3,3,0,Michigan St.,2,M,2016
2016,North Carolina,70.7158,92,71.0747,51,116.284,6,121.139,4,98.6807,59,93.1009,14,28.0379,4,0.396489893,4,1037730.132,2,19.98985979,6,5,3,0.9365,5,0.9483,0.9424,6,0.9387,9,0.93,14,6.666666667,7.118704396,3,7.074136955,3,0.859649945,0.84790537,0.938723984,4,4,5,North Carolina,1,E,2016
2016,West Virginia,70.7679,88,69.3697,101,110.829,44,116.39,23,93.9723,14,90.4754,3,25.9146,6,0.366191451,7,958666.7058,14,19.08149995,1,4,2,0.9204,10,0.9688,0.9446,4,0.9291,12,0.9572,4,7.5,8.14863103,5,7.939868728,5,0.833531657,0.837707815,0.930686631,5,5,0,West Virginia,3,E,2016
2016,Oklahoma,71.2898,72,69.8681,84,111.285,39,117.285,18,97.6891,43,92.4357,11,24.849,8,0.348567397,10,980646.1795,11,19.60271287,4,7,5,0.9256,8,0.9523,0.93895,7,0.894,22,0.9482,9,11,11.88418323,6,11.7152138,6,0.807198537,0.793176758,0.91469591,6,6,4,Oklahoma,2,W,2016
2016,Purdue,67.8939,231,67.5995,195,114.086,16,117,20,94.9121,20,92.4061,10,24.5939,9,0.362240201,9,929399.5971,27,20.57265152,17,13,7,0.9336,6,0.9314,0.9325,9,0.942,8,0.9542,7,12.16666667,13.03199086,7,13.04736372,7,0.80670309,0.77719462,0.910917098,7,7,0,Purdue,5,M,2016
2016,Virginia,61.1656,351,60.6947,351,114.8,12,120.224,8,97.2545,37,91.1288,6,29.0952,3,0.47567914,1,884075.9717,47,22.33272931,59,30,23,0.9427,4,0.9638,0.95325,3,0.9644,3,0.9486,8,15.33333333,16.26533715,10,16.08532214,10,0.796711625,0.773970459,0.907869273,8,8,3,Virginia,1,M,2016
2016,Xavier,72.8035,32,71.9214,31,111.904,35,117.096,19,97.5523,41,95.3858,27,21.71,18,0.298202696,21,998243.2403,9,20.18467235,7,14,8,0.9295,7,0.9133,0.9214,11,0.9098,16,0.9544,6,12.83333333,13.80670611,8,13.92808046,8,0.798535706,0.761698483,0.905448842,9,9,1,Xavier,2,E,2016
2016,Kentucky,68.1451,222,66.9955,232,116.122,8,122.508,2,99.1131,70,97.3082,48,25.1996,7,0.369796214,6,1022735.976,3,22.26406542,57,31.5,24,0.9076,15,0.9673,0.93745,8,0.9429,7,0.8913,24,13.25,14.59894227,9,14.13408715,9,0.775383048,0.773545624,0.902818749,10,10,1,Kentucky,4,E,2016
2016,Miami FL,66.1954,304,65.897,278,113.767,19,118.848,12,101.002,110,95.9995,36,22.848,11,0.345167489,11,934999.904,23,22.42861948,62,36.5,30,0.9227,9,0.9286,0.92565,10,0.8792,30,0.9565,5,19.25,20.8626856,11,20.79619727,11,0.760637011,0.727813498,0.888549775,11,11,2,Miami FL,3,S,2016
2016,Iowa St.,71.7188,59,71.0322,54,112.951,22,121.033,5,103.652,168,99.9576,88,21.0754,21,0.293861582,23,1050607.775,1,22.08372334,50,36.5,30,0.9086,13,0.9031,0.90585,18,0.8843,25,0.8855,26,21.58333333,23.75449409,14,23.82660853,15,0.739353457,0.700236591,0.876765669,12,12,2,Iowa St.,4,M,2016
2016,Texas A&M,68.3815,208,66.5488,249,110.081,54,114.159,32,95.4495,24,92.3528,8,21.8057,17,0.318890343,17,891166.6689,43,20.40710901,14,15.5,9,0.8863,22,0.9406,0.91345,15,0.8969,20,0.9306,13,20.58333333,23.22388958,12,22.53361797,13,0.722838386,0.71105338,0.875375828,13,13,2,Texas A&M,3,W,2016
2016,Iowa,69.2986,154,68.812,129,112.194,32,116.298,24,99.144,73,94.9421,23,21.3563,19,0.308172171,20,937279.1436,19,21.04794367,28,24,15,0.9083,14,0.9144,0.91135,16,0.8064,51,0.9234,17,24.5,26.97346692,18,26.88319526,19,0.729776024,0.693939131,0.872885431,14,14,1,Iowa,7,S,2016
2016,Gonzaga,68.325,212,67.1988,215,116.179,7,116.44,22,97.8566,47,97.1644,47,19.2756,26,0.282116356,28,926369.0437,29,22.15296375,54,41,35,0.9096,12,0.8914,0.9005,19,0.9336,11,0.896,22,25,27.48460862,19,27.76235425,21,0.729449868,0.682924938,0.870097632,15,15,2,Gonzaga,11,M,2016
2016,Oregon,69.4792,145,68.0532,163,112.707,23,119.63,10,99.622,83,96.8455,41,22.7847,13,0.327932676,14,994340.2387,10,21.67066826,39,26.5,19,0.8618,31,0.9358,0.8988,20,0.904,18,0.8675,33,20.25,23.49733117,13,22.53004005,12,0.702034718,0.699663325,0.86746066,18,17,3,Oregon,1,W,2016
2016,Wichita St.,66.1715,307,65.8499,283,109.501,67,111.743,58,89.0509,1,90.5918,5,21.1508,20,0.319642142,16,826250.3056,98,20.44896082,15,15.5,9,0.8965,17,0.9424,0.91945,12,0.9431,6,0.8696,31,29.75,33.1846068,24,32.35629996,24,0.705522032,0.684076311,0.86445764,19,18,1,Wichita St.,11,S,2016
2016,Duke,68.4041,206,67.5008,202,118.081,4,121.786,3,105.037,201,99.7328,85,22.0532,14,0.32239588,15,1014557.969,4,23.0705892,91,53,50,0.8624,30,0.9499,0.90615,17,0.8509,40,0.947,10,23.16666667,26.86301793,17,25.56603947,17,0.693181912,0.694326041,0.863937239,20,19,2,Duke,4,W,2016
2016,Arizona,70.0436,117,68.3189,151,113.644,20,117.368,16,96.3315,31,95.4851,29,21.8831,16,0.312418265,18,964867.9205,13,21.01495732,27,22.5,13,0.8572,32,0.9352,0.8962,22,0.8474,43,0.8924,23,23.58333333,27.51205475,20,26.31481068,18,0.687359301,0.684228562,0.859958424,22,26,0,Arizona,6,S,2016
2016,Seton Hall,70.6797,93,69.4734,96,105.725,130,111.433,63,95.663,26,93.7641,19,17.6691,30,0.249985498,33,877651.9922,51,20.22850772,8,20.5,12,0.9103,11,0.8675,0.8889,24,0.9355,10,0.8185,51,31.58333333,34.69552162,26,35.53080586,26,0.713199705,0.653654966,0.858770146,23,21,0,Seton Hall,6,M,2016
2016,Maryland,66.9454,277,67.2907,212,112.511,26,116.294,25,99.0853,69,95.5806,31,20.7136,22,0.309407368,19,905389.3007,38,22.02271523,44,31.5,24,0.8982,16,0.8695,0.88385,26,0.8107,50,0.8973,20,30.75,34.23513694,25,34.79097132,25,0.704660289,0.651653209,0.85611486,24,22,2,Maryland,5,S,2016
2016,Baylor,67.1496,266,66.4547,251,112.458,27,118.756,13,102.671,142,98.8407,65,19.9152,24,0.296581067,22,947009.9718,17,23.16615031,96,59,55,0.8837,24,0.871,0.87735,29,0.9448,5,0.8615,35,27.83333333,31.49636,23,31.72432135,23,0.699089489,0.654365101,0.855392577,25,27,0,Baylor,5,W,2016
2016,Indiana,68.7995,188,67.7325,185,119.203,2,120.855,6,100.165,92,98.0589,55,22.7957,12,0.331341071,13,1004880.752,7,22.32512737,58,35.5,28,0.8076,48,0.9625,0.88505,25,0.8997,19,0.8881,25,20.75,25.69341258,16,23.44500311,14,0.652030761,0.685540017,0.85136288,26,23,2,Indiana,5,E,2016
2016,Butler,70.1183,112,67.7286,186,113.775,18,117.318,17,101.794,127,101.468,115,15.8497,39,0.226046553,39,965074.1423,12,23.13636793,95,67,61,0.8663,29,0.8895,0.8779,28,0.9087,17,0.8841,28,31.83333333,36.74631575,27,36.26077382,27,0.674840111,0.643927105,0.846555155,27,28,1,Butler,9,M,2016
2016,Connecticut,66.4159,298,65.7403,288,108.729,77,111.651,61,93.7251,10,92.899,13,18.752,27,0.28234203,27,827937.0097,97,21.21024087,31,29,21,0.8856,23,0.8576,0.8716,32,0.9152,14,0.8646,34,38.83333333,43.84974405,30,44.55407679,29,0.67778953,0.623056716,0.841934661,28,29,1,Connecticut,9,S,2016
2016,Saint Joseph's,70.4815,99,70.3117,68,109.969,58,113.435,38,98.8604,62,98.7988,63,14.6358,43,0.207660166,47,906920.6466,35,22.05603962,47,47,45,0.8932,19,0.7961,0.84465,39,0.9152,14,0.8258,48,38.33333333,42.91685326,29,45.3836895,30,0.685077779,0.602400887,0.838463223,29,30,1,Saint Joseph's,8,W,2016
2016,Pittsburgh,66.4386,296,65.557,295,112.668,25,115.484,28,102.873,147,99.2827,75,16.2013,35,0.243853724,35,886061.9936,44,23.58181644,113,74,69,0.88,25,0.849,0.8645,34,0.8713,33,0.897,21,40.16666667,45.64393939,31,46.46230962,32,0.670808125,0.614750215,0.837962759,31,32,0,Pittsburgh,10,E,2016
2016,California,68.199,219,68.0218,165,109.094,70,112.902,45,97.4043,38,93.2625,15,19.6396,25,0.287973431,24,869323.2145,59,20.78515551,21,22.5,13,0.8195,44,0.9425,0.881,27,0.8728,32,0.8677,32,32.75,39.96339231,28,37.17366629,28,0.633048053,0.644195631,0.835790648,32,24,0,California,4,S,2016
2016,Texas,66.9315,279,65.1637,309,105.726,129,112.821,46,101.058,111,95.7146,34,17.1061,32,0.255580706,31,851942.8212,74,22.07671971,49,40,34,0.8528,33,0.8664,0.8596,37,0.8896,24,0.8462,38,40.66666667,47.68605378,33,47.30882581,33,0.64723502,0.609887773,0.830498939,33,33,0,Texas,6,W,2016
2016,Utah,67.2963,260,65.2107,307,111.524,37,115.673,27,101.349,121,97.5601,51,18.1129,28,0.269151499,29,900440.8422,39,22.63833028,69,49,48,0.8354,39,0.9111,0.87325,31,0.8485,42,0.8253,49,39.83333333,47.68174926,32,45.6150396,31,0.634034963,0.622402572,0.830317827,34,34,1,Utah,3,M,2016
2016,VCU,69.9071,128,69.4498,97,109.987,57,110.984,69,95.4471,23,94.769,22,16.2152,34,0.231950689,37,861077.087,64,20.80390157,22,29.5,22,0.8313,42,0.9159,0.8736,30,0.8239,46,0.8055,56,43.75,52.62841333,35,50.08012821,34,0.624726181,0.615425855,0.825996057,35,35,1,VCU,10,W,2016
2016,Syracuse,65.2376,330,64.9033,314,106.806,109,111.357,65,99.7255,84,95.507,30,15.8501,38,0.242958049,36,808971.1248,115,22.57139235,66,51,49,0.85,34,0.8701,0.86005,36,0.8314,44,0.8017,58,56.66666667,66.66666667,46,65.88764219,46,0.623852623,0.585456316,0.817716775,36,36,4,Syracuse,10,M,2016
2016,Cincinnati,65.806,321,64.1147,332,108.015,89,110.035,87,93.5777,9,92.8755,12,17.1593,31,0.260758897,30,796759.3868,129,21.39815705,34,32,26,0.8319,41,0.8975,0.8647,33,0.7572,72,0.8823,29,54.16666667,65.11199263,43,62.64214949,41,0.61201065,0.592350035,0.816376754,39,39,0,Cincinnati,9,W,2016
