Year,Team,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,StREM,StREM Rank,StROE,StROE Rank,StRDE,StRDE Rank,StRT+,StRT+ Rank,Barthag-AN,AN Rank,Barthag-H,AN-H AVG,ANH Rank,Barthag-Mom,Mom Rank,Barthag-N,NonCon Rank,AB6R,champfilter,champfilter rank,powerfilter,powerfilter rank,DV1,DV2,RPPF,RPPF Rank,INDEX Rank,Wins,tempname,Seed,Region,YEAR
2022,Texas Southern,69.2557,104,67.6207,130,99.3772,233,98.1424,270,94.3754,27,99.4749,108,-1.33245,188,-0.019240294,188,667066.1014,257,22.69269598,80,134,129,0.4399,193,0.4699,0.4549,192,0.5522,152,0.5109,172,182.5,414.8670152,186,401.1870741,184,0.24501757,0.219983893,0.557917173,190,190,0,Texas Southern,16,M,2022
2022,Wright St.,69.1928,109,68.4334,97,108.996,39,106.365,108,103.348,218,107.231,262,-0.866069,182,-0.012515753,182,782813.6579,98,25.61248189,248,215,216,0.4306,200,0.4248,0.4277,207,0.4736,180,0.2504,283,194.1666667,450.9211952,194,453.9786455,197,0.237847241,0.203658779,0.54646538,200,200,0,Wright St.,16,S,2022
2022,Norfolk St.,70.4806,66,66.9322,187,103.718,139,102.43,190,93.6633,25,102.285,160,0.14543,168,0.002057304,168,739475.7525,153,23.31468363,113,140.5,136,0.3457,233,0.6669,0.5063,168,0.3778,215,0.3005,254,183.0833333,529.6017742,215,361.6103759,175,0.187905112,0.248039661,0.543701576,202,202,0,Norfolk St.,16,E,2022
2021,Gonzaga,75.2784,8,74.7701,4,122.395,1,126.111,1,91.6576,12,89.4872,10,36.6241,1,0.486511403,1,1197226.493,1,17.62572912,3,2,1,0.9786,1,0.9804,0.9795,1,0.9847,1,0.9772,3,1.5,1.532801962,1,1.531393568,1,0.9786,0.9795,0.991566735,1,1,5,Gonzaga,1,W,2021
2021,Illinois,71.5738,78,70.7135,80,112.127,18,118.957,7,95.8562,50,88.3445,5,30.6122,3,0.427705389,4,1012824.228,5,18.16072374,5,4.5,2,0.9554,2,0.9422,0.9488,4,0.9665,4,0.9329,13,5.75,6.018421604,2,6.060286678,2,0.833269683,0.826863918,0.928207809,2,2,1,Illinois,1,M,2021
2021,Iowa,70.9678,97,69.9829,100,117.408,4,123.496,2,101.074,158,94.5925,50,28.9031,5,0.407276258,6,1082348.512,2,20.4319296,34,20,15,0.9524,3,0.9392,0.9458,6,0.9643,5,0.9309,14,8.833333333,9.274814504,3,9.339536195,3,0.795495026,0.789360628,0.911137428,3,3,1,Iowa,2,W,2021
2021,Baylor,70.2185,123,68.3891,179,119.43,2,123.265,3,94.472,35,93.7679,44,29.4969,4,0.420075906,5,1066918.162,3,20.36269029,30,17.5,10,0.9511,4,0.9706,0.96085,2,0.8886,28,0.9738,5,10.08333333,10.60175937,6,10.4941805,6,0.783857273,0.792628024,0.909209514,4,4,6,Baylor,1,S,2021
2021,Houston,65.975,312,64.9246,327,115.808,5,118.922,8,88.5559,5,90.1017,16,28.8202,6,0.436836681,3,933047.6165,12,20.33262155,28,15.5,7,0.9426,6,0.9778,0.9602,3,0.911,19,0.9672,6,9.75,10.34373011,4,10.15413456,4,0.778768402,0.794705268,0.908514355,5,5,4,Houston,2,M,2021
2021,Michigan,67.547,251,66.8217,261,112.349,15,119.434,6,96.3266,58,88.6425,7,30.7915,2,0.455852962,2,963522.8546,7,19.34733397,12,7,3,0.9314,8,0.9629,0.94715,5,0.9325,10,0.9083,28,9.833333333,10.55758357,5,10.38202326,5,0.767941938,0.782166562,0.903093759,6,6,3,Michigan,1,E,2021
2021,Ohio St.,67.553,250,67.0815,248,113.532,10,122.274,4,104.295,244,96.8491,79,25.4253,7,0.376369665,7,1009980.247,6,22.28990935,100,53.5,50,0.932,7,0.9244,0.9282,9,0.9439,6,0.895,35,19.41666667,20.83333333,7,20.91862386,7,0.71794081,0.71465582,0.875059475,7,7,0,Ohio St.,2,S,2021
2021,Texas,69.609,155,69.2079,138,106.848,64,113.848,21,97.8468,76,93.2661,36,20.5822,26,0.29567872,25,902227.8027,20,20.3653891,31,28,22,0.9277,10,0.8905,0.9091,17,0.8948,26,0.9403,9,20.83333333,22.45697244,8,22.9164375,9,0.709285433,0.693594482,0.867753154,8,8,0,Texas,3,E,2021
2021,San Diego St.,66.8552,281,66.0736,298,109.872,29,110.835,44,91.4916,10,89.5391,11,21.296,20,0.318537675,18,821275.8334,71,19.86484439,19,18.5,13,0.9301,9,0.9232,0.92665,10,0.9127,17,0.9413,8,23.75,25.53488872,17,25.62995737,16,0.702044841,0.699116615,0.867327815,9,9,0,San Diego St.,6,M,2021
2021,Alabama,75.1471,10,73.9267,9,105.998,83,111.722,34,92.8416,18,86.734,2,24.9876,8,0.332521149,13,937971.4699,10,16.7954164,1,7,3,0.9192,12,0.9385,0.92885,8,0.9057,22,0.7677,77,22.83333333,24.84044096,13,24.58236888,14,0.695733139,0.703707037,0.866901465,10,10,2,Alabama,2,E,2021
2021,Connecticut,66.4535,293,66.0354,301,108.197,50,113.581,24,96.6577,63,91.6796,25,21.9011,16,0.329574815,14,857292.9169,44,20.75479634,49,31.5,28,0.9199,11,0.9174,0.91865,12,0.927,12,0.9253,18,21.91666667,23.82505345,10,23.85747202,12,0.69917491,0.698065732,0.866356196,11,11,0,Connecticut,7,E,2021
2021,Colorado,66.2458,299,66.3585,280,110.094,27,114.417,17,95.8568,51,92.7358,29,21.6816,17,0.327284145,16,867240.3219,35,21.20496341,63,39.5,32,0.8957,18,0.9683,0.932,7,0.8966,25,0.9437,7,21.58333333,24.09660973,11,23.15808298,10,0.680010447,0.710320475,0.864639903,12,12,1,Colorado,5,E,2021
2021,Wisconsin,65.7692,317,64.9341,326,105.076,91,112.522,32,97.043,66,89.8672,13,22.6545,10,0.344459109,10,832717.0269,57,20.31137749,27,18.5,13,0.8887,22,0.9386,0.91365,15,0.911,19,0.9745,4,20.58333333,23.16117175,9,22.52868531,8,0.677372767,0.698256449,0.860971069,13,13,1,Wisconsin,9,S,2021
2021,USC,67.5611,249,67.2898,236,108.537,44,112.883,30,94.8746,41,90.6583,19,22.2245,14,0.328957048,15,860902.1601,38,20.05189407,21,18,12,0.8911,20,0.9569,0.924,11,0.849,41,0.937,12,22.5,25.24969139,16,24.35064935,13,0.673363298,0.700695936,0.860577889,14,14,3,USC,6,W,2021
2021,Tennessee,68.813,186,67.3118,233,105.227,90,108.804,71,91.6883,13,87.7414,4,21.0624,21,0.306084606,22,814629.6547,76,18.68343836,7,14.5,6,0.9104,14,0.9177,0.91405,14,0.8995,24,0.9804,2,25.41666667,27.91813122,19,27.80664807,19,0.681070735,0.684012079,0.858324682,15,15,0,Tennessee,5,M,2021
2021,West Virginia,70.6837,104,69.6016,114,107.886,55,116.128,11,100.446,142,95.8073,65,20.3206,27,0.28748778,26,953220.0484,9,20.93719448,54,40,33,0.8988,17,0.9036,0.9012,21,0.9018,23,0.9277,15,22.33333333,24.84794541,14,24.78177245,15,0.680272038,0.682207718,0.857669616,16,25,1,West Virginia,3,M,2021
2021,BYU,70.3849,115,67.9796,200,108.904,38,113.107,28,96.3259,57,92.1612,26,20.9462,24,0.297589398,24,900447.6416,22,19.76048026,17,20.5,16,0.9098,15,0.8679,0.88885,27,0.9692,3,0.8751,41,22.91666667,25.18868616,15,25.78237798,17,0.687660353,0.670200676,0.856505451,17,16,0,BYU,6,E,2021
2021,Creighton,69.5619,159,69.0627,144,109.643,32,114.87,14,97.5105,73,93.5652,40,21.3051,19,0.306271105,21,917877.4023,15,20.48384707,36,28.5,23,0.8732,32,0.9272,0.9002,22,0.8557,37,0.9216,19,23.75,27.19880898,18,26.38302599,18,0.654948788,0.677197319,0.849980076,18,17,2,Creighton,5,W,2021
2021,Florida St.,70.3595,117,70.5582,84,111.363,20,116.442,10,98.9496,107,94.3726,48,22.0698,15,0.313666243,19,953986.1223,8,20.53197505,40,29.5,25,0.8784,28,0.9526,0.9155,13,0.868,34,0.8187,62,27.58333333,31.40179114,21,30.12925542,20,0.649449654,0.679623192,0.849195171,19,18,2,Florida St.,4,E,2021
2021,Arkansas,75.3323,7,73.1045,17,108.753,39,111.502,35,93.4594,22,89.9724,14,21.5292,18,0.285795071,27,936583.5852,11,17.76616378,4,15.5,7,0.8535,40,0.9212,0.88735,28,0.9095,21,0.9171,21,20.58333333,24.11638352,12,23.19640878,11,0.647919293,0.676178815,0.847922321,20,26,3,Arkansas,3,S,2021
2021,Texas Tech,66.9686,279,65.3672,316,107.923,54,112.362,33,93.8813,24,91.4155,24,20.9465,23,0.312780915,20,845493.2441,49,20.50031444,37,28.5,23,0.8851,25,0.9262,0.90565,18,0.8474,43,0.9376,11,28.25,31.91729748,22,31.19306575,22,0.653338625,0.669982204,0.847723185,21,19,1,Texas Tech,6,S,2021
2021,Loyola Chicago,63.4532,345,64.1938,342,110.218,26,110.416,49,87.2641,3,86.6625,1,23.7539,9,0.374346763,8,773601.9378,111,19.86444393,18,13,5,0.9428,5,0.8637,0.90325,20,0.9841,2,0.7114,101,42.5,45.07848961,30,47.0523111,31,0.672312588,0.641296037,0.845229017,22,20,2,Loyola Chicago,8,M,2021
2021,Purdue,66.7936,283,66.4842,274,106.055,82,113.612,23,98.8645,103,91.3407,23,22.2716,13,0.33343464,12,862150.8519,37,20.52712304,39,25.5,20,0.8788,27,0.9027,0.89075,25,0.9218,14,0.8479,52,27.58333333,31.3874981,20,30.96641407,21,0.649774978,0.659440204,0.844097113,23,27,0,Purdue,4,S,2021
2021,Virginia,60.7903,347,60.0732,357,112.421,14,115.637,12,98.7173,97,92.9824,33,22.6542,11,0.372668008,9,812882.7712,79,23.20635417,151,80,75,0.9114,13,0.9087,0.91005,16,0.881,30,0.8679,47,43.5,47.72876893,33,47.79957145,33,0.646218826,0.645106675,0.839464418,24,21,0,Virginia,4,W,2021
2021,Kansas,69.3839,169,68.2629,186,104.203,109,109.615,59,94.8304,39,88.5839,6,21.0313,22,0.303112105,23,833678.6581,55,18.81520555,9,16,9,0.8729,33,0.9163,0.8946,24,0.9177,15,0.7663,78,35.16666667,40.28716539,26,39.30993368,25,0.629501004,0.646676895,0.835511611,25,28,1,Kansas,3,W,2021
2021,St. Bonaventure,65.1656,329,65.1595,319,108.487,45,111.309,38,92.6373,17,90.4885,17,20.8204,25,0.319501393,17,807381.8095,85,20.72674118,47,32,29,0.8733,31,0.9076,0.89045,26,0.9258,13,0.8695,46,36.5,41.79548838,28,40.99051042,27,0.627478897,0.640987983,0.833488582,27,29,0,St. Bonaventure,9,E,2021
2021,Oregon,67.8562,233,67.2355,242,109.767,30,114.453,16,99.8891,129,96.7728,76,17.6799,36,0.260553936,34,888881.5597,23,22.16234729,92,63,63,0.8771,29,0.8791,0.8781,30,0.8924,27,0.9024,32,34.83333333,39.71420971,24,39.66898227,26,0.633436556,0.634172716,0.833263128,28,30,2,Oregon,7,W,2021
2021,Oklahoma St.,72.8164,36,71.9524,43,103.792,121,110.059,54,98.1737,84,91.2923,22,18.7671,30,0.257726281,36,882023.8503,26,18.81331963,8,22,17,0.8814,26,0.8614,0.8714,33,0.8691,33,0.7963,66,36,40.84411164,27,41.31282993,28,0.634758764,0.626783771,0.831665643,29,31,1,Oklahoma St.,4,M,2021
2021,Florida,70.6908,103,68.6479,165,104.562,100,110.975,40,98.8706,105,93.4227,37,17.5522,37,0.248296808,38,870589.057,34,20.10763378,23,30.5,27,0.8578,37,0.8943,0.87605,31,0.8483,42,0.9063,30,34.25,39.92772208,25,39.09594201,24,0.619166133,0.633613479,0.829350045,30,32,1,Florida,7,S,2021
2021,LSU,72.7762,38,70.7574,78,112.749,13,119.771,5,103.154,221,100.181,125,19.5899,29,0.269181408,31,1043981.317,4,21.84073275,80,55.5,53,0.8472,45,0.9147,0.88095,29,0.854,39,0.8731,42,33.41666667,39.44365754,23,37.93253495,23,0.612261335,0.639085192,0.828970429,31,33,1,LSU,8,E,2021
2021,Georgia Tech,68.0089,226,67.7637,215,108.198,49,113.332,27,100.068,133,94.783,52,18.5494,32,0.272743714,30,873515.9841,32,21.38961514,65,47.5,42,0.8911,20,0.8476,0.86935,35,0.9137,16,0.6842,108,44.75,50.21883066,35,51.47524012,37,0.628620282,0.611707073,0.826042763,33,35,0,Georgia Tech,9,M,2021
2021,Villanova,66.2426,300,65.0666,320,113.621,9,118.602,9,100.98,155,95.984,68,22.6184,12,0.341441912,11,931797.1877,13,22.40684868,107,59,56,0.8535,40,0.9547,0.9041,19,0.5315,152,0.9125,25,46.5,54.48154657,37,51.43236368,35,0.59721016,0.636211482,0.824200033,34,23,2,Villanova,5,S,2021
2021,Missouri,70.5204,112,68.7329,160,103.256,131,110.248,51,101.07,157,95.0983,58,15.15,51,0.214827199,54,857148.7703,45,20.73775019,48,51,46,0.8871,24,0.8334,0.86025,39,0.7872,57,0.91,26,45.33333333,51.10284447,36,52.69785915,38,0.624707438,0.603884755,0.822907655,35,36,0,Missouri,9,W,2021
2021,North Carolina,71.8804,66,71.8271,45,105.059,92,110.111,53,96.582,62,90.0231,15,20.0876,28,0.27946283,29,871509.045,33,18.63613541,6,17.5,10,0.856,39,0.874,0.865,36,0.8667,35,0.7627,82,38.75,45.26869159,31,44.79768786,30,0.610158373,0.617162073,0.822566824,36,37,0,North Carolina,8,S,2021
2021,Maryland,65.6478,318,65.3286,317,103.219,132,110.916,42,99.3084,116,92.1984,27,18.7175,31,0.285121512,28,807622.8068,84,21.20006725,62,45,37,0.8403,48,0.8684,0.85435,40,0.8862,29,0.8334,56,47,55.93240509,40,55.01258267,39,0.586430593,0.59717044,0.810718598,39,40,1,Maryland,10,E,2021
2021,UCLA,65.2619,327,64.6928,332,108.256,48,113.403,26,102.131,195,97.4859,86,15.9175,44,0.243895749,39,839283.7235,52,23.3156311,158,98.5,93,0.8212,50,0.9263,0.87375,32,0.8191,51,0.861,48,53.41666667,65.04708557,47,61.1349547,43,0.564514058,0.604319922,0.80665742,40,24,4,UCLA,11,E,2021
2021,Georgetown,70.1451,128,69.6374,113,101.239,173,107.693,85,100.383,141,93.636,41,14.0569,55,0.200398887,57,813527.5956,77,20.3381397,29,43,35,0.8578,37,0.7851,0.82145,54,0.935,8,0.7225,95,55.66666667,64.89469185,46,67.76634812,48,0.58981217,0.562326315,0.802028637,42,42,0,Georgetown,12,E,2021
2021,Oklahoma,69.1751,175,67.689,222,106.109,80,111.427,36,98.5625,91,94.7836,53,16.6439,39,0.240598134,40,858876.4042,41,21.02922772,57,48.5,43,0.783,62,0.917,0.85,41,0.8135,52,0.8757,40,43.75,55.87484036,39,51.47058824,36,0.546498202,0.598097097,0.799924106,45,45,1,Oklahoma,8,W,2021
2021,Colgate,72.1928,53,72.4472,25,118.814,3,110.89,43,94.0365,27,100.668,140,10.2223,84,0.141593067,85,887725.4142,24,22.18872862,95,90,87,0.8606,35,0.806,0.8333,49,0.8011,54,0.7,104,67.66666667,78.62731428,57,81.20324813,59,0.580487139,0.560212408,0.798833942,47,47,0,Colgate,14,S,2021
2021,Utah St.,69.4931,165,68.8615,154,104.427,102,105.729,112,89.3923,6,89.2192,8,16.51,40,0.237574666,41,776837.0577,108,19.00166399,11,26,21,0.8113,53,0.9164,0.86385,37,0.8204,50,0.53,152,69,85.04868729,61,79.87497829,56,0.542954353,0.581709216,0.794322844,50,50,0,Utah St.,11,S,2021
2021,VCU,70.2879,121,69.8256,110,101.518,163,105.49,117,92.1215,15,89.5783,12,15.9115,45,0.226378936,49,782173.5985,103,18.90792792,10,29.5,25,0.7943,57,0.8913,0.8428,44,0.6843,89,0.9099,27,56.91666667,71.65638508,52,67.53282708,47,0.540763883,0.577140718,0.792409912,51,51,0,VCU,10,W,2021
2021,Rutgers,68.5249,198,67.7741,213,101.449,167,108.651,75,99.1205,110,90.5084,18,18.1428,34,0.264759234,32,808939.1719,82,19.71758899,16,24,19,0.7748,66,0.8923,0.83355,47,0.7432,66,0.886,36,47.83333333,61.73636207,42,57.38507988,41,0.535407084,0.580176907,0.79175153,52,52,1,Rutgers,10,M,2021
2021,Syracuse,69.6241,154,69.2068,139,108.366,46,113.82,22,101.139,161,97.5937,89,16.2268,41,0.233055795,44,901979.6864,21,21.89350321,85,64.5,65,0.78,64,0.8787,0.82935,51,0.7999,55,0.8086,65,50.08333333,64.20940171,45,60.38865778,42,0.536887565,0.574316103,0.790506542,54,54,2,Syracuse,11,M,2021
2021,Virginia Tech,66.4982,291,66.1503,293,106.985,60,110.048,55,97.7696,75,94.8276,54,15.2207,50,0.228884391,46,805330.5942,87,21.89201438,84,65,66,0.8043,55,0.8553,0.8298,50,0.6743,94,0.787,71,68.83333333,85.58166522,62,82.95171527,61,0.537933511,0.556672254,0.78576213,56,56,0,Virginia Tech,10,S,2021
2021,Clemson,64.8682,333,64.2422,338,100.131,192,106.87,99,95.3828,44,90.7046,20,16.1652,42,0.24920377,37,740872.4847,145,20.90138442,53,45,37,0.7418,77,0.9128,0.8273,52,0.7805,60,0.9812,1,56.66666667,76.39076121,53,68.49591039,49,0.501800801,0.565724832,0.777927862,61,61,0,Clemson,7,M,2021
2021,Ohio,71.7136,72,69.3203,131,112.226,17,113.002,29,102.559,210,101.888,174,11.1142,78,0.154977577,82,915743.3732,17,22.77169379,131,106.5,102,0.7809,63,0.7418,0.76135,76,0.9423,7,0.8855,37,54.25,69.47112306,49,71.25500755,52,0.533290191,0.518574903,0.773342751,62,62,1,Ohio,13,W,2021
2021,UC Santa Barbara,66.6897,288,66.1183,295,109.661,31,109.242,66,94.1696,29,97.0104,82,12.2317,69,0.183410632,64,795862.5131,92,22.63864914,119,91.5,88,0.7632,68,0.8392,0.8012,57,0.762,61,0.8718,43,68.08333333,89.20772187,63,84.97670161,63,0.508331148,0.536191143,0.771178808,65,65,0,UC Santa Barbara,12,W,2021
2021,Oregon St.,65.632,319,65.3971,315,104.37,105,109.326,65,104.538,250,99.1533,117,10.1728,85,0.154996039,81,784445.1021,101,23.82186932,179,130,125,0.85,44,0.6759,0.76295,74,0.8415,46,0.5499,145,96.16666667,113.1372549,78,126.0458309,89,0.552849558,0.490853521,0.770936819,66,66,3,Oregon St.,12,M,2021
2021,Drake,66.2207,301,66.7599,265,114.165,7,113.949,19,97.8564,77,99.3062,120,14.6425,53,0.22112119,50,859834.3751,39,23.66837354,172,111,109,0.7376,80,0.8338,0.7857,62,0.5478,142,0.8709,44,74.66666667,101.2292119,71,95.03203089,69,0.485108548,0.519970175,0.759395525,70,70,0,Drake,11,W,2021
2021,North Texas,65.0818,332,63.0896,350,103.916,118,105.362,119,92.9394,19,93.6646,42,11.6975,71,0.179733812,66,722482.892,162,21.93114047,88,77,73,0.7556,71,0.7566,0.7561,77,0.8514,40,0.6313,120,90.33333333,119.5517911,81,119.4727329,83,0.488747946,0.489058757,0.751085203,75,75,1,North Texas,13,S,2021
2021,Grand Canyon,66.7431,286,65.4771,314,106.694,66,103.554,142,92.4329,16,96.5771,74,6.97644,108,0.104533652,108,715715.022,172,22.45909655,110,109,106,0.7748,66,0.646,0.7104,93,0.8735,31,0.7067,103,102.6666667,132.5073137,93,144.5195195,103,0.496037182,0.450836411,0.741489155,81,81,0,Grand Canyon,15,W,2021
2021,Eastern Washington,71.2932,87,72.3499,28,109.304,35,107.67,86,98.1596,83,101.018,152,6.65145,110,0.093304831,111,826489.8693,64,22.59383313,116,113.5,113,0.7546,73,0.6341,0.69435,100,0.8413,47,0.7705,75,85.08333333,112.7528934,77,122.536665,87,0.490967377,0.44798195,0.739000724,83,83,0,Eastern Washington,14,W,2021
2021,Abilene Christian,71.6065,74,69.9524,102,106.373,73,103.047,157,86.3925,1,92.9196,30,10.1273,86,0.141431295,86,760366.8108,127,19.67973671,15,50.5,45,0.6264,114,0.8682,0.7473,84,0.6969,83,0.8228,61,81.91666667,130.7737335,90,109.6168429,78,0.401558018,0.487546379,0.723051289,95,95,1,Abilene Christian,14,E,2021
2021,Liberty,64.4,336,63.1252,348,113.773,8,110.143,52,96.5376,60,101.773,168,8.37002,97,0.129968944,90,781267.3409,104,25.31198795,253,171.5,162,0.6653,99,0.794,0.72965,89,0.6676,98,0.8091,64,102.75,154.4416053,103,140.8209415,100,0.419459174,0.464254951,0.721294666,96,96,0,Liberty,13,M,2021
2021,Winthrop,72.7021,40,73.6395,11,109.293,36,105.093,120,91.6949,14,96.1535,70,8.93908,91,0.122960685,96,802961.1533,90,20.47374076,35,65.5,67,0.6425,106,0.81,0.72625,90,0.6059,122,0.8261,59,87.08333333,135.538262,95,119.9082042,84,0.410407743,0.469580374,0.720076644,98,98,0,Winthrop,12,S,2021
2021,UNC Greensboro,70.3313,119,68.4895,174,104.391,104,104.118,129,95.5017,47,95.9651,67,8.15332,100,0.115921361,102,762430.5315,122,21.09758121,60,81,76,0.6285,110,0.6005,0.6145,119,0.6812,90,0.4825,170,114,181.3842482,111,185.5166802,115,0.389936536,0.380357753,0.682732651,113,113,0,UNC Greensboro,13,E,2021
2021,Iona,69.8206,146,68.3119,185,103.193,133,100.371,210,94.2201,30,101.407,161,-1.03598,181,-0.014838028,178,703396.2987,192,23.21267117,153,165.5,158,0.6122,118,0.4659,0.53905,150,0.6454,107,0.4447,182,162.4166667,265.3000109,134,301.3016727,154,0.365652211,0.317861243,0.650858871,128,128,0,Iona,15,E,2021
2021,Drexel,65.9441,313,64.2271,340,108.611,41,107.143,95,101.644,179,105.525,247,1.6183,146,0.024535933,144,757013.3707,132,26.19344564,299,221.5,220,0.6105,121,0.4288,0.51965,159,0.6099,119,0.5816,137,152.0833333,249.1127491,132,292.6649347,150,0.36693968,0.307314141,0.64731753,133,133,0,Drexel,16,M,2021
2021,Morehead St.,67.166,272,65.5948,312,100.374,187,100.165,214,94.537,36,96.2694,72,3.89559,128,0.057999583,126,673878.3066,234,22.2040266,96,111,109,0.5772,129,0.5306,0.5539,142,0.6017,124,0.179,293,171.6666667,297.4127974,151,309.9235722,158,0.3408309,0.325697621,0.6443406,136,136,0,Morehead St.,14,M,2021
2021,Oral Roberts,72.7902,37,71.7646,47,108.965,37,108.656,74,106.738,283,107.44,285,1.21622,152,0.016705546,152,859370.2972,40,24.42264444,208,180,176,0.5629,133,0.4438,0.50335,167,0.6423,108,0.6122,127,129,229.1703677,126,256.2829045,137,0.341164636,0.301652404,0.635071983,144,144,2,Oral Roberts,15,S,2021
2021,Cleveland St.,67.664,244,66.3028,282,103.581,124,100.852,199,101.464,171,99.4794,121,1.37289,151,0.020285528,150,688219.0632,214,23.22819075,155,152.5,148,0.4602,173,0.5204,0.4903,172,0.5187,158,0.2383,263,184.9166667,401.8180501,178,377.1500442,178,0.263689159,0.282695671,0.595096581,179,179,0,Cleveland St.,15,M,2021
2021,Texas Southern,73.4549,28,71.9846,41,99.7677,197,98.9834,236,95.3916,45,105.038,236,-6.05453,229,-0.082426087,221,719690.0636,165,23.34175672,160,190.5,189,0.4578,177,0.2193,0.33855,226,0.532,151,0.4275,186,189.9166667,414.8463667,180,560.9708069,209,0.261478307,0.187602004,0.550196227,197,197,0,Texas Southern,16,E,2021
2021,Norfolk St.,72.0453,59,67.6936,221,104.011,113,100.613,204,97.4792,72,104.355,219,-3.74215,200,-0.051939544,196,729312.8262,155,23.55133694,169,182.5,179,0.4302,188,0.289,0.3596,215,0.6796,92,0.3911,203,173.9166667,404.2693321,179,483.6392288,197,0.24634964,0.202244264,0.549957778,198,198,0,Norfolk St.,16,W,2021
2021,Hartford,66.4658,292,66.7023,269,99.1816,210,97.4886,254,95.4155,46,100.22,127,-2.73095,192,-0.041094819,189,631692.7664,274,23.92923424,184,186.5,184,0.3563,208,0.5039,0.4301,190,0.3611,219,0.3177,225,213.9166667,600.3835719,210,497.3649539,200,0.196119848,0.241218497,0.544396124,201,201,0,Hartford,16,S,2021
2019,Duke,73.6764,19,72.2115,18,113.184,15,120.084,6,91.745,8,88.0911,6,31.9925,3,0.434235386,5,1062425.996,3,17.56155046,1,3,1,0.9753,2,0.9606,0.96795,3,0.9609,5,0.9864,1,3.333333333,3.417751803,1,3.443704048,1,0.9753,0.96795,0.988551893,1,1,3,Duke,1,E,2019
2019,Gonzaga,71.5883,58,69.7687,70,123.829,1,125.125,1,90.7597,5,92.336,16,32.7887,2,0.458021772,3,1120805.44,1,19.48729869,8,5.5,4,0.9551,6,0.9826,0.96885,2,0.9534,7,0.9519,6,4.083333333,4.275294036,2,4.214618706,2,0.933955746,0.949474481,0.976265217,2,2,3,Gonzaga,1,W,2019
2019,Virginia,61.0806,353,59.2665,353,117.113,4,123.571,2,90.0009,4,87.9163,5,35.6552,1,0.583731987,1,932688.0597,16,21.11581018,27,14,10,0.9762,1,0.9761,0.97615,1,0.9694,3,0.9722,2,6.166666667,6.317011541,5,6.317335109,5,0.918040178,0.918683147,0.9665081,3,3,6,Virginia,1,S,2019
2019,North Carolina,76.1162,4,74.2921,5,112.438,22,119.872,7,95.8954,34,90.701,10,29.171,6,0.383242989,10,1093736.237,2,17.81157081,2,6,5,0.9682,4,0.9364,0.9523,6,0.9865,1,0.9423,8,5.5,5.680644495,3,5.775490917,3,0.920236318,0.904310297,0.963939966,4,4,2,North Carolina,1,M,2019
2019,Michigan St.,68.4006,212,67.4035,182,114.269,9,121.729,4,95.0157,22,90.3679,8,31.3607,4,0.458491592,2,1013556.633,5,19.70438084,11,6.5,6,0.9427,8,0.9674,0.95505,5,0.9511,9,0.9456,7,5.75,6.099501432,4,6.020627192,4,0.889647833,0.903159631,0.957197295,5,5,4,Michigan St.,2,E,2019
2019,Michigan,65.2647,329,64.4257,320,107.986,72,115.516,18,89.8084,3,86.081,2,29.4352,5,0.451009504,4,870888.6492,42,19.10615689,5,4.5,2,0.9695,3,0.9615,0.9655,4,0.9565,6,0.9562,5,10.91666667,11.26009971,6,11.30674953,6,0.860533223,0.857276824,0.940974939,6,6,2,Michigan,2,W,2019
2019,Tennessee,69.3874,149,67.703,155,116.307,6,122.479,3,98.9814,71,95.4987,34,26.98,8,0.388835725,9,1040887.704,4,21.21853137,28,18.5,16,0.9383,9,0.9618,0.95005,7,0.9147,19,0.9357,11,11.41666667,12.16739493,7,12.01691139,7,0.826410845,0.838435693,0.929260944,7,7,2,Tennessee,2,S,2019
2019,Kentucky,67.8907,236,65.8287,265,112.784,19,118.223,13,95.68,30,90.8094,12,27.4133,7,0.40379021,6,948886.4347,14,20.00778461,13,9.5,7,0.9494,7,0.935,0.9422,9,0.9488,10,0.8925,23,11.91666667,12.55178709,8,12.64770396,8,0.833590436,0.827264738,0.928369165,8,8,3,Kentucky,2,M,2019
2019,Texas Tech,67.7066,246,66.5403,226,108.08,70,112.694,36,87.1746,1,85.9468,1,26.7476,9,0.395045682,7,859869.5975,51,18.37115803,3,5,3,0.9169,15,0.9732,0.94505,8,0.952,8,0.942,9,14.66666667,15.99592831,9,15.51946105,9,0.785769342,0.812960987,0.914319721,9,9,5,Texas Tech,3,W,2019
2019,Houston,67.4728,256,66.1482,247,112.096,25,114.118,24,91.1078,6,91.6934,13,22.4249,15,0.332350221,14,878692.7365,38,20.44618047,18,16,12,0.9588,5,0.8971,0.92795,12,0.9707,2,0.8792,30,18.66666667,19.46878042,12,20.11602637,13,0.805690426,0.777808954,0.910825458,10,10,2,Houston,3,M,2019
2019,Virginia Tech,64.36,344,63.2505,337,114.004,10,118.433,11,95.6855,31,93.9634,25,24.4696,11,0.380198881,11,902737.5265,23,22.29040305,70,40.5,37,0.9351,10,0.9227,0.9289,11,0.9468,11,0.9568,4,16.75,17.91252272,10,18.03208096,10,0.792348853,0.787167147,0.909908273,11,11,2,Virginia Tech,4,E,2019
