Year,Team,Tempo,AdjTempo,OE,AdjOE,DE,AdjDE,AdjEM,StREM,StROE,StRDE,Barthag-AN,Barthag-H,AN-H AVG,Barthag-Mom,Barthag-N,DV1,DV2,RPPF,Wins
2012,North Carolina,73.5882,70.0151,111.181,117.11,91.2598,90.8369,26.2727,0.357028708,1009243.92,18.46764456,0.9339,0.9638,0.94885,0.9426,0.9642,0.862308815,0.860484763,0.942065934,3
2012,Kansas,68.0938,65.9779,109.926,116.066,90.4833,89.1479,26.918,0.395309118,917313.1217,19.3673507,0.9487,0.9596,0.95415,0.9522,0.9536,0.85316295,0.836155197,0.934700728,5
2012,Michigan St.,66.0777,63.9032,108.631,115.088,89.3821,86.2697,28.8179,0.436127468,875215.5069,18.93731236,0.9279,0.9697,0.9488,0.956,0.9197,0.809991569,0.802765001,0.917519979,2
2012,Missouri,67.0094,64.7708,119.558,124.486,97.6986,97.8055,26.6802,0.398160557,1038428.871,22.82682529,0.9452,0.9474,0.9463,0.959,0.9626,0.819331148,0.791575024,0.917098747,0
2012,Syracuse,66.6904,64.1527,111.423,116.026,90.8197,90.5173,25.5085,0.382494332,897788.344,20.26316232,0.9158,0.9624,0.9391,0.9116,0.9545,0.785546527,0.777625054,0.906130319,3
2012,Wichita St.,67.6434,65.0878,112.528,116.963,91.7103,93.7271,23.2362,0.343505797,925384.9386,21.12315856,0.9085,0.9494,0.92895,0.9648,0.9277,0.783744147,0.774449137,0.904974898,0
2012,Duke,68.7049,65.6315,111.949,117.909,99.0275,97.043,20.8659,0.303704685,955172.0901,21.98644584,0.9292,0.8957,0.91245,0.9433,0.9459,0.774804424,0.725363311,0.891341095,0
2012,Indiana,67.772,66.0427,113.78,119.547,97.2707,97.0081,22.5388,0.332569498,968562.5356,22.27627115,0.8876,0.9385,0.91305,0.8852,0.9563,0.734198137,0.722777478,0.880985813,2
2012,Baylor,67.697,64.8088,109.239,115.656,96.1272,94.2364,21.4193,0.316403977,905536.0808,21.29023601,0.9055,0.9139,0.9097,0.8953,0.9186,0.744421245,0.712512855,0.880975772,3
2012,Vanderbilt,66.4462,63.9958,108.703,114.775,96.6557,94.4476,20.3275,0.305922686,875315.768,21.76884231,0.9437,0.8724,0.90805,0.9254,0.8567,0.758440577,0.687636873,0.878343968,1
2012,Memphis,68.2042,66.8618,109.124,114.7,91.1259,92.1444,22.5554,0.330706907,897300.5936,20.38633681,0.8843,0.9259,0.9051,0.9272,0.8593,0.720536164,0.702682749,0.872763719,0
2012,Florida,66.0152,63.4917,114.131,120.271,99.5265,99.98,20.2909,0.307368606,954917.3568,24.000322,0.9011,0.9277,0.9144,0.9122,0.9424,0.715624984,0.686756317,0.867629773,3
2012,Wisconsin,59.496,57.0497,106.658,111.961,88.1971,88.662,23.2991,0.391606158,745798.1574,21.97314742,0.9128,0.9567,0.93475,0.8788,0.9797,0.704683518,0.678404888,0.862835446,2
2012,Saint Louis,63.9496,61.301,107.991,111.629,89.0257,91.0501,20.5785,0.321798729,796878.1169,21.33098209,0.8712,0.9614,0.9163,0.8965,0.9582,0.690578529,0.689647366,0.862120695,1
2012,New Mexico,67.1573,65.0743,107.652,110.405,88.6402,90.4523,19.9522,0.297103963,818598.0609,20.09917149,0.8803,0.9292,0.90475,0.9148,0.8922,0.695192269,0.675832432,0.85981717,1
2012,Louisville,68.2541,65.9921,99.3696,105.207,88.5398,86.3916,18.8157,0.275666956,755471.3828,18.37492958,0.9025,0.8932,0.89785,0.9248,0.9107,0.694990281,0.647244207,0.852549019,4
2012,Marquette,71.3551,69.187,106.246,112.422,92.9743,93.0852,19.3365,0.270993944,901836.1365,19.80541736,0.8625,0.9248,0.89365,0.7758,0.9068,0.676656582,0.66272816,0.851824527,2
2012,Georgetown,64.3565,61.6397,104.701,109.993,90.4593,89.6577,20.3352,0.315978961,778614.5441,20.67986659,0.8637,0.9508,0.90725,0.8343,0.9518,0.666676197,0.660416526,0.848688874,1
2012,Florida St.,68.4428,66.0495,101.246,107.767,91.0453,89.7815,17.9858,0.262781476,794875.9457,19.48817644,0.8611,0.9271,0.8941,0.9127,0.9065,0.666832444,0.652547282,0.846712408,1
2012,Kansas St.,68.0309,65.8239,103.96,109.953,92.851,91.6575,18.2953,0.268929266,822470.6008,20.26574602,0.8843,0.8515,0.8679,0.8955,0.8629,0.685392739,0.629663763,0.845601543,1
2012,Temple,68.5678,65.2739,108.984,114.086,99.8554,98.5508,15.5352,0.226566989,892452.1133,22.58062878,0.868,0.8597,0.86385,0.8727,0.8452,0.657867557,0.610494852,0.833461123,0
2012,Belmont,69.5377,66.7473,116.677,117.088,96.034,99.4192,17.6692,0.254089508,953334.0341,22.58042442,0.8522,0.8621,0.85715,0.8745,0.8124,0.650071204,0.611471052,0.83166557,0
2012,Iowa St.,68.0371,65.1229,107.615,112.844,98.1541,96.3879,16.4561,0.241869509,866368.6697,21.96292788,0.8739,0.8386,0.85625,0.8453,0.7694,0.656572987,0.597378985,0.829660403,1
2012,Purdue,65.5121,63.7048,110.206,116.142,100.941,100.148,15.9933,0.244138106,883690.3692,24.24968648,0.8542,0.8701,0.86215,0.9212,0.876,0.645138662,0.607691315,0.829363381,1
2012,North Carolina St.,68.5876,66.3856,106.777,111.847,98.7679,98.7065,13.1406,0.191587109,858013.8257,22.63120079,0.893,0.7709,0.83195,0.8941,0.8521,0.671496864,0.577396333,0.828319951,2
2012,Creighton,68.1641,65.4893,116.334,119.641,101.565,102.559,17.0818,0.250601123,975698.8062,24.21042087,0.8687,0.8259,0.8473,0.8176,0.8766,0.654610727,0.593000639,0.82797978,1
2012,Michigan,61.8189,59.5682,106.783,113.975,99.6232,95.8679,18.1066,0.292905568,803046.0953,23.96381012,0.8515,0.9201,0.8858,0.8811,0.8318,0.632614381,0.613978234,0.827709275,0
2012,Alabama,63.8917,61.5091,100.89,106.031,90.5515,89.3714,16.6596,0.260747484,718307.0989,20.72398428,0.8777,0.8884,0.88305,0.7735,0.9353,0.643372551,0.599364675,0.826684367,0
2012,Cincinnati,64.5657,61.9205,104.228,109.258,93.6208,94.1152,15.1423,0.234533196,770740.8127,22.27684932,0.8614,0.8779,0.86965,0.8985,0.8091,0.636006505,0.595886066,0.823791177,2
2012,Virginia,61.5961,58.3843,101.817,106.186,86.8409,88.8224,17.3633,0.281894471,694524.768,21.28544777,0.8743,0.8888,0.88155,0.7557,0.8872,0.633250467,0.589616286,0.821371551,0
2012,Gonzaga,67.572,64.3904,109.509,111.604,93.4641,94.5893,17.0149,0.251801042,841639.8577,21.45756541,0.7979,0.9047,0.8513,0.7971,0.8879,0.603559282,0.605402418,0.817622847,1
2012,UNLV,69.7249,67.7911,106.341,109.975,93.654,93.9097,16.0655,0.230409796,843287.8466,20.55648355,0.7979,0.9326,0.86525,0.7194,0.8827,0.594567341,0.605113571,0.815106397,0
2012,Connecticut,64.9024,62.2672,104.789,111.126,97.9087,96.1075,15.0185,0.231401304,801478.9507,22.91663733,0.8117,0.8931,0.8524,0.7914,0.9026,0.598617853,0.586101034,0.811024785,0
2012,West Virginia,65.9309,63.2691,105.415,111.599,98.4846,97.0738,14.5249,0.220309445,821125.6342,22.92314728,0.8147,0.8779,0.8463,0.7916,0.8694,0.598857513,0.578732422,0.809069139,0
2012,Murray St.,66.7636,64.2846,110.289,110.21,92.4694,95.1414,15.069,0.225700831,810926.9826,21.92055339,0.8348,0.792,0.8134,0.7508,0.9106,0.614321602,0.552575314,0.806122417,1
2012,Harvard,61.5334,59.748,105.296,108.398,88.9122,93.6424,14.756,0.239798223,723025.2281,23.18703112,0.8582,0.8053,0.83175,0.7469,0.8647,0.612124053,0.543047011,0.802872389,0
2012,Saint Mary's,64.9577,62.3728,112.819,114.424,96.5194,98.8981,15.5262,0.239015544,850481.5378,23.97011281,0.8136,0.8423,0.82795,0.7696,0.8268,0.591779349,0.557339406,0.801187135,0
2012,Long Beach St.,67.964,65.5618,108.674,111.581,94.6276,95.9447,15.6363,0.230067389,846173.5186,21.82502006,0.813,0.7771,0.79505,0.7709,0.8497,0.600026437,0.542328766,0.799297524,0
2012,Texas,67.6226,64.1535,107.097,113.26,98.0521,96.748,16.5122,0.244178721,867451.0547,22.2297884,0.7673,0.8871,0.8272,0.7536,0.8728,0.56841196,0.573844356,0.799269847,0
2012,VCU,65.7543,64.298,103.222,107.166,90.0179,94.5327,12.6331,0.19212888,755158.6484,22.02962684,0.809,0.8379,0.82345,0.8368,0.8022,0.579942022,0.544344457,0.794216302,1
2012,BYU,73.2569,71.6581,106.886,106.894,92.2898,93.9601,12.9336,0.176555382,837057.3117,19.58217898,0.7777,0.8624,0.82005,0.6409,0.8792,0.561794449,0.549738248,0.790600162,0
2012,San Diego St.,67.4402,65.1097,102.874,107.254,93.9885,94.7608,12.4935,0.185248561,775792.9803,21.5619036,0.8077,0.7419,0.7748,0.7746,0.7567,0.573774227,0.502662118,0.780518755,0
2012,St. Bonaventure,65.5378,62.409,106.567,110.138,97.9533,98.5497,11.5887,0.176818569,794998.3557,23.62417395,0.7497,0.8742,0.81195,0.8621,0.7242,0.52840391,0.529587907,0.775141386,0
2012,Ohio,67.6514,65.5881,103.565,105.736,92.5098,94.9527,10.7829,0.159395075,756349.5319,21.56427796,0.7722,0.7881,0.78015,0.6258,0.8285,0.536630647,0.495617527,0.767541119,2
2012,Southern Miss,65.0437,63.0961,106.074,111.225,99.0832,99.9599,11.2651,0.173192792,804655.6534,24.35095862,0.7585,0.8124,0.78545,0.5132,0.8448,0.52315184,0.495831987,0.763580657,0
2012,Xavier,68.2817,65.9384,102.486,107.588,97.7757,95.9824,11.6059,0.169966477,790372.8142,21.73713202,0.7218,0.855,0.7884,0.7247,0.7991,0.506608945,0.512080472,0.763492402,2
2012,Davidson,69.0277,66.7002,111.513,111.768,97.34,101.075,10.6934,0.154908826,862299.9526,23.35643725,0.6926,0.8775,0.78505,0.7557,0.7336,0.482955171,0.508112641,0.75514326,0
2012,New Mexico St.,71.3124,69.1013,108.125,109.141,95.185,97.4887,11.6518,0.16339795,849456.0427,21.33839715,0.7386,0.7115,0.72505,0.8006,0.7174,0.521518717,0.468186564,0.754727816,0
2012,South Florida,60.3688,57.9277,96.7684,102.792,94.1597,91.3144,11.4773,0.1901247,637868.5287,22.70127703,0.738,0.818,0.778,0.8816,0.656,0.498146346,0.479127553,0.75092147,1
2012,Colorado,65.7059,64.2147,100.481,104.614,96.0939,96.2689,8.34556,0.127006859,719091.2172,22.69725029,0.7103,0.8193,0.7648,0.7518,0.613,0.476444513,0.468548652,0.740899785,1
2012,South Dakota St.,66.7707,64.332,113.407,113.756,98.6655,102.043,11.7129,0.175421255,864041.4049,24.51699394,0.6509,0.9008,0.77585,0.6593,0.7217,0.444771879,0.492685663,0.738530856,0
2012,Notre Dame,62.497,59.5561,104.73,110.251,97.0725,96.0393,14.2112,0.227398115,759668.7217,23.7716434,0.6424,0.8851,0.76375,0.6514,0.636,0.43328133,0.477013204,0.729895651,0
2012,Lehigh,69.1359,67.0402,108.789,108.606,93.7116,99.6982,8.90823,0.128844783,815476.1396,22.81371895,0.6788,0.76,0.7194,0.6273,0.7825,0.461787114,0.447692058,0.729634069,1
2012,Colorado St.,65.2154,63.0838,107.675,113.273,103.77,103.767,9.50647,0.145763117,836763.9628,25.78366532,0.6521,0.7952,0.72365,0.6896,0.7213,0.437555494,0.445204402,0.720983025,0
2012,Montana,66.8655,63.555,106.065,103.543,92.6097,95.6693,7.87347,0.117754298,716875.2458,22.08177893,0.615,0.7211,0.66805,0.5977,0.5631,0.399692132,0.393862122,0.690905502,0
2012,Detroit,67.5756,66.4169,104.586,108.41,99.9443,102.907,5.50243,0.081434719,794197.653,24.55398339,0.5853,0.6216,0.60345,0.8264,0.4799,0.379380337,0.352289676,0.668827473,0
2012,Loyola MD,65.8117,62.6291,102.811,103.745,96.8025,100.068,3.6774,0.055871524,708332.974,24.1084474,0.6124,0.5611,0.58675,0.5378,0.6043,0.390470489,0.332507957,0.665638053,0
2012,Vermont,63.736,61.3192,104.305,104.447,93.9008,100.224,4.2234,0.066257688,695307.2294,24.95571209,0.5113,0.6517,0.5815,0.5143,0.5383,0.317883936,0.326216075,0.635578685,0
2012,UNC Asheville,70.6746,67.7396,110.746,109.605,101.613,104.64,4.96548,0.070251547,849032.0643,24.11309796,0.4898,0.662,0.5759,0.37,0.4779,0.306689603,0.327317231,0.63157594,0
2012,LIU Brooklyn,75.8136,72.7955,107.715,108.1,101.559,107.557,0.542871,0.007162303,885928.1623,23.4895539,0.4861,0.5825,0.5343,0.3106,0.4279,0.300439693,0.296269975,0.616443435,0
2012,Norfolk St.,69.1819,66.0683,99.7367,99.5279,95.81,101.974,-2.44646,-0.035357514,685302.2642,23.63690681,0.4888,0.3571,0.42295,0.4263,0.517,0.297098492,0.22290804,0.583433714,1
2012,Western Kentucky,68.8829,66.9018,94.0697,98.1875,98.2616,101.022,-2.83435,-0.041149545,664085.2398,23.38590154,0.465,0.3454,0.4052,0.5488,0.39,0.279909291,0.211170068,0.570228177,0
